customer_id,email,company_name,industry,company_size,signup_date,first_name,last_name,phone,country,created_at,updated_at
CUST_000048,user48@example.com,Company_48,Healthcare,medium,2022-02-18,First48,Last48,555-010048,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000049,user49@example.com,Company_49,Education,small,2022-02-19,First49,Last49,555-010049,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000050,user50@example.com,Company_50,Education,large,2022-02-20,First50,Last50,555-010050,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000051,user51@example.com,Company_51,Education,small,2022-02-21,First51,Last51,555-010051,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000052,user52@example.com,Company_52,Education,startup,2022-02-22,First52,Last52,555-010052,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000053,user53@example.com,Company_53,Retail,medium,2022-02-23,First53,Last53,555-010053,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000054,user54@example.com,Company_54,Finance,small,2022-02-24,First54,Last54,555-010054,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000055,user55@example.com,Company_55,Technology,large,2022-02-25,First55,Last55,555-010055,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000056,user56@example.com,Company_56,Education,large,2022-02-26,First56,Last56,555-010056,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000057,user57@example.com,Company_57,Healthcare,small,2022-02-27,First57,Last57,555-010057,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000058,user58@example.com,Company_58,Education,large,2022-02-28,First58,Last58,555-010058,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000059,user59@example.com,Company_59,Healthcare,enterprise,2022-03-01,First59,Last59,555-010059,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000060,user60@example.com,Company_60,Healthcare,enterprise,2022-03-02,First60,Last60,555-010060,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000061,user61@example.com,Company_61,Education,enterprise,2022-03-03,First61,Last61,555-010061,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000062,user62@example.com,Company_62,Retail,startup,2022-03-04,First62,Last62,555-010062,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000063,user63@example.com,Company_63,Healthcare,small,2022-03-05,First63,Last63,555-010063,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000064,user64@example.com,Company_64,Healthcare,startup,2022-03-06,First64,Last64,555-010064,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000065,user65@example.com,Company_65,Education,large,2022-03-07,First65,Last65,555-010065,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000066,user66@example.com,Company_66,Healthcare,startup,2022-03-08,First66,Last66,555-010066,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000067,user67@example.com,Company_67,Healthcare,large,2022-03-09,First67,Last67,555-010067,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000068,user68@example.com,Company_68,Education,large,2022-03-10,First68,Last68,555-010068,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000069,user69@example.com,Company_69,Education,medium,2022-03-11,First69,Last69,555-010069,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000070,user70@example.com,Company_70,Technology,enterprise,2022-03-12,First70,Last70,555-010070,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000071,user71@example.com,Company_71,Retail,large,2022-03-13,First71,Last71,555-010071,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000072,user72@example.com,Company_72,Retail,medium,2022-03-14,First72,Last72,555-010072,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000073,user73@example.com,Company_73,Healthcare,enterprise,2022-03-15,First73,Last73,555-010073,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000074,user74@example.com,Company_74,Retail,large,2022-03-16,First74,Last74,555-010074,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000075,user75@example.com,Company_75,Healthcare,large,2022-03-17,First75,Last75,555-010075,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000076,user76@example.com,Company_76,Technology,startup,2022-03-18,First76,Last76,555-010076,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000077,user77@example.com,Company_77,Education,startup,2022-03-19,First77,Last77,555-010077,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000078,user78@example.com,Company_78,Education,enterprise,2022-03-20,First78,Last78,555-010078,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000079,user79@example.com,Company_79,Education,large,2022-03-21,First79,Last79,555-010079,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000080,user80@example.com,Company_80,Retail,small,2022-03-22,First80,Last80,555-010080,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000081,user81@example.com,Company_81,Technology,startup,2022-03-23,First81,Last81,555-010081,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000082,user82@example.com,Company_82,Retail,enterprise,2022-03-24,First82,Last82,555-010082,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000083,user83@example.com,Company_83,Retail,large,2022-03-25,First83,Last83,555-010083,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000084,user84@example.com,Company_84,Technology,large,2022-03-26,First84,Last84,555-010084,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000085,user85@example.com,Company_85,Technology,small,2022-03-27,First85,Last85,555-010085,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000086,user86@example.com,Company_86,Technology,enterprise,2022-03-28,First86,Last86,555-010086,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000087,user87@example.com,Company_87,Technology,large,2022-03-29,First87,Last87,555-010087,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000088,user88@example.com,Company_88,Education,startup,2022-03-30,First88,Last88,555-010088,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000089,user89@example.com,Company_89,Finance,small,2022-03-31,First89,Last89,555-010089,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000090,user90@example.com,Company_90,Finance,enterprise,2022-04-01,First90,Last90,555-010090,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000091,user91@example.com,Company_91,Technology,small,2022-04-02,First91,Last91,555-010091,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000092,user92@example.com,Company_92,Finance,startup,2022-04-03,First92,Last92,555-010092,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000093,user93@example.com,Company_93,Finance,enterprise,2022-04-04,First93,Last93,555-010093,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000094,user94@example.com,Company_94,Technology,small,2022-04-05,First94,Last94,555-010094,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000095,user95@example.com,Company_95,Finance,medium,2022-04-06,First95,Last95,555-010095,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000096,user96@example.com,Company_96,Retail,startup,2022-04-07,First96,Last96,555-010096,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000097,user97@example.com,Company_97,Healthcare,startup,2022-04-08,First97,Last97,555-010097,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000098,user98@example.com,Company_98,Healthcare,startup,2022-04-09,First98,Last98,555-010098,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000099,user99@example.com,Company_99,Technology,medium,2022-04-10,First99,Last99,555-010099,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000100,user100@example.com,Company_100,Education,medium,2022-04-11,First100,Last100,555-010100,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000101,user101@example.com,Company_101,Technology,large,2022-04-12,First101,Last101,555-010101,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000102,user102@example.com,Company_102,Education,small,2022-04-13,First102,Last102,555-010102,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000103,user103@example.com,Company_103,Healthcare,large,2022-04-14,First103,Last103,555-010103,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000104,user104@example.com,Company_104,Technology,small,2022-04-15,First104,Last104,555-010104,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000105,user105@example.com,Company_105,Retail,medium,2022-04-16,First105,Last105,555-010105,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000106,user106@example.com,Company_106,Finance,medium,2022-04-17,First106,Last106,555-010106,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000107,user107@example.com,Company_107,Education,large,2022-04-18,First107,Last107,555-010107,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000108,user108@example.com,Company_108,Finance,enterprise,2022-04-19,First108,Last108,555-010108,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000109,user109@example.com,Company_109,Finance,large,2022-04-20,First109,Last109,555-010109,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000110,user110@example.com,Company_110,Technology,small,2022-04-21,First110,Last110,555-010110,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000111,user111@example.com,Company_111,Finance,large,2022-04-22,First111,Last111,555-010111,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000112,user112@example.com,Company_112,Retail,startup,2022-04-23,First112,Last112,555-010112,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000113,user113@example.com,Company_113,Finance,small,2022-04-24,First113,Last113,555-010113,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000114,user114@example.com,Company_114,Technology,small,2022-04-25,First114,Last114,555-010114,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000115,user115@example.com,Company_115,Retail,enterprise,2022-04-26,First115,Last115,555-010115,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000116,user116@example.com,Company_116,Healthcare,medium,2022-04-27,First116,Last116,555-010116,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000117,user117@example.com,Company_117,Finance,small,2022-04-28,First117,Last117,555-010117,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000118,user118@example.com,Company_118,Technology,medium,2022-04-29,First118,Last118,555-010118,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000119,user119@example.com,Company_119,Healthcare,large,2022-04-30,First119,Last119,555-010119,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000120,user120@example.com,Company_120,Healthcare,startup,2022-05-01,First120,Last120,555-010120,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000121,user121@example.com,Company_121,Education,enterprise,2022-05-02,First121,Last121,555-010121,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000122,user122@example.com,Company_122,Retail,medium,2022-05-03,First122,Last122,555-010122,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000123,user123@example.com,Company_123,Finance,small,2022-05-04,First123,Last123,555-010123,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000124,user124@example.com,Company_124,Technology,medium,2022-05-05,First124,Last124,555-010124,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000125,user125@example.com,Company_125,Education,small,2022-05-06,First125,Last125,555-010125,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000126,user126@example.com,Company_126,Retail,medium,2022-05-07,First126,Last126,555-010126,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000127,user127@example.com,Company_127,Education,small,2022-05-08,First127,Last127,555-010127,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000128,user128@example.com,Company_128,Retail,large,2022-05-09,First128,Last128,555-010128,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000129,user129@example.com,Company_129,Retail,small,2022-05-10,First129,Last129,555-010129,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000130,user130@example.com,Company_130,Finance,small,2022-05-11,First130,Last130,555-010130,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000131,user131@example.com,Company_131,Retail,startup,2022-05-12,First131,Last131,555-010131,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000132,user132@example.com,Company_132,Education,small,2022-05-13,First132,Last132,555-010132,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000133,user133@example.com,Company_133,Retail,startup,2022-05-14,First133,Last133,555-010133,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000134,user134@example.com,Company_134,Finance,enterprise,2022-05-15,First134,Last134,555-010134,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000135,user135@example.com,Company_135,Finance,startup,2022-05-16,First135,Last135,555-010135,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000136,user136@example.com,Company_136,Education,large,2022-05-17,First136,Last136,555-010136,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000137,user137@example.com,Company_137,Healthcare,startup,2022-05-18,First137,Last137,555-010137,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000138,user138@example.com,Company_138,Healthcare,enterprise,2022-05-19,First138,Last138,555-010138,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000139,user139@example.com,Company_139,Retail,large,2022-05-20,First139,Last139,555-010139,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000140,user140@example.com,Company_140,Technology,medium,2022-05-21,First140,Last140,555-010140,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000141,user141@example.com,Company_141,Retail,medium,2022-05-22,First141,Last141,555-010141,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000142,user142@example.com,Company_142,Education,startup,2022-05-23,First142,Last142,555-010142,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000143,user143@example.com,Company_143,Education,startup,2022-05-24,First143,Last143,555-010143,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000144,user144@example.com,Company_144,Education,enterprise,2022-05-25,First144,Last144,555-010144,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000145,user145@example.com,Company_145,Education,enterprise,2022-05-26,First145,Last145,555-010145,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000146,user146@example.com,Company_146,Education,small,2022-05-27,First146,Last146,555-010146,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000147,user147@example.com,Company_147,Finance,enterprise,2022-05-28,First147,Last147,555-010147,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000148,user148@example.com,Company_148,Healthcare,small,2022-05-29,First148,Last148,555-010148,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000149,user149@example.com,Company_149,Education,large,2022-05-30,First149,Last149,555-010149,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000150,user150@example.com,Company_150,Technology,startup,2022-05-31,First150,Last150,555-010150,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000151,user151@example.com,Company_151,Technology,large,2022-06-01,First151,Last151,555-010151,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000152,user152@example.com,Company_152,Technology,enterprise,2022-06-02,First152,Last152,555-010152,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000153,user153@example.com,Company_153,Technology,large,2022-06-03,First153,Last153,555-010153,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000154,user154@example.com,Company_154,Finance,large,2022-06-04,First154,Last154,555-010154,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000155,user155@example.com,Company_155,Technology,large,2022-06-05,First155,Last155,555-010155,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000156,user156@example.com,Company_156,Education,enterprise,2022-06-06,First156,Last156,555-010156,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000157,user157@example.com,Company_157,Retail,large,2022-06-07,First157,Last157,555-010157,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000158,user158@example.com,Company_158,Technology,small,2022-06-08,First158,Last158,555-010158,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000159,user159@example.com,Company_159,Finance,enterprise,2022-06-09,First159,Last159,555-010159,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000160,user160@example.com,Company_160,Finance,large,2022-06-10,First160,Last160,555-010160,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000161,user161@example.com,Company_161,Technology,enterprise,2022-06-11,First161,Last161,555-010161,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000162,user162@example.com,Company_162,Retail,medium,2022-06-12,First162,Last162,555-010162,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000163,user163@example.com,Company_163,Technology,small,2022-06-13,First163,Last163,555-010163,Germany,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000164,user164@example.com,Company_164,Finance,large,2022-06-14,First164,Last164,555-010164,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000165,user165@example.com,Company_165,Healthcare,medium,2022-06-15,First165,Last165,555-010165,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000166,user166@example.com,Company_166,Education,medium,2022-06-16,First166,Last166,555-010166,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000167,user167@example.com,Company_167,Finance,enterprise,2022-06-17,First167,Last167,555-010167,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000168,user168@example.com,Company_168,Technology,medium,2022-06-18,First168,Last168,555-010168,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000169,user169@example.com,Company_169,Education,small,2022-06-19,First169,Last169,555-010169,Canada,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000170,user170@example.com,Company_170,Technology,small,2022-06-20,First170,Last170,555-010170,USA,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000171,user171@example.com,Company_171,Technology,startup,2022-06-21,First171,Last171,555-010171,India,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
CUST_000172,user172@example.com,Company_172,Healthcare,small,2022-06-22,First172,Last172,555-010172,UK,2025-06-19 17:50:02.533722,2025-06-19 17:50:02.533743
